"","Bx","By","Bz"
"2267",0.894522781327968,-1.77551282534099,-1.25139920209679
"2268",0.87,-1.9,-1.43
"2269",1.01,-1.99,-1.3
"2270",0.95,-2,-1.27
"2271",0.77,-2.04,-1.24
"2272",1.02,-1.76,-1.3
"2273",0.57,-1.96,-1.33
"2274",0.14,-1.69,-0.99
"2275",0.61,-1.69,-1.23
"2276",0.21,-1.6,-0.96
"2277",0.53,-1.58,-1.05
"2278",0.51,-1.87,-1.14
"2279",0.29,-1.83,-1.29
"2280",0.76,-1.86,-1.32
"2281",0.87,-1.74,-1.26
"2282",0.76,-1.74,-1.04
"2283",0.9,-1.94,-0.99
"2284",1.15,-1.96,-1.08
"2285",1.16,-1.8,-1.29
"2286",0.97,-1.84,-1.01
"2287",1.04,-1.93,-0.98
"2288",1.11,-1.89,-1.07
"2289",0.99,-1.79,-1.14
"2290",0.95,-1.87,-1.09
"2291",0.94,-1.84,-1.06
"2292",0.9,-1.76,-0.95
"2293",1.1,-1.92,-0.94
"2294",0.62,-1.93,-0.67
"2295",0.56,-2.01,-0.56
"2296",0.84,-2.01,-0.69
"2297",0.53,-1.89,-0.78
"2298",0.62,-1.94,-0.7
"2299",0.35,-1.85,-0.71
"2300",0.51,-1.93,-0.79
"2301",0.22,-2.05,-0.58
"2302",0.44,-2.08,-0.87
"2303",0.38,-1.91,-0.83
"2304",0.64,-1.78,-1.13
"2305",0.51,-1.84,-0.87
"2306",0.59,-1.94,-1.13
"2307",0.2,-1.85,-0.81
"2308",0.23,-1.81,-1.14
"2309",0.65,-1.69,-1.14
"2310",0.87,-1.6,-1.11
"2311",0.67,-1.63,-1
"2312",0.8,-1.69,-1
"2313",0.76,-1.57,-1.1
"2314",0.62,-1.8,-1.03
"2315",0.74,-1.77,-1.02
"2316",0.63,-1.64,-1.01
"2317",-0.15,-1.79,-0.89
"2318",0.77,-1.47,-0.84
"2319",1.02,-1.59,-1.06
"2320",0.84,-1.42,-0.82
"2321",0.71,-1.59,-0.96
"2322",0.83,-1.58,-0.98
"2323",0.83,-1.16,-0.82
"2324",0.68,-1.6,-1.11
"2325",0.5,-1.54,-0.91
"2326",0.88,-1.69,-1.12
"2327",0.48,-1.5,-1.02
"2328",0.8,-1.37,-1.01
"2329",0.71,-1.39,-0.71
"2330",0.4,-1.7,-1.02
"2331",0.08,-2.15,-0.9
"2332",0.45,-1.92,-1.22
"2333",-0.29,-1.95,-0.9
"2334",-0.19,-2.07,-0.78
"2335",-0.24,-1.99,-0.89
"2336",-0.28,-1.99,-0.8
"2337",0.0749833333258073,-1.78430693349933,-0.390870228508921
"2338",-0.49,-1.7,-1
"2339",-0.464288098224207,-1.89594158484289,-0.8213694464707
"2340",-0.46,-1.64,-1.04
"2341",0.644822593333632,-1.71519923005246,-1.24369767826941
"2342",-0.53,-1.67,-0.78
"2343",-0.28,-2.09,-0.66
"2344",-0.38,-1.95,-0.63
"2345",-0.26,-2,-0.8
"2346",-0.33,-1.96,-0.72
"2347",-0.45,-1.99,-0.75
"2348",-0.42,-1.98,-0.8
"2349",-0.43,-1.96,-0.73
"2350",-0.49,-2.01,-0.79
"2351",-0.43,-2.01,-0.81
"2352",0.12,-1.86,-0.88
"2353",-0.3,-1.96,-0.86
"2354",-0.12,-1.89,-0.84
"2355",-0.36,-1.92,-0.86
"2356",-0.23,-1.88,-0.75
"2357",-0.3,-1.88,-0.72
"2358",-0.35,-1.88,-0.8
"2359",-0.31,-1.88,-0.71
"2360",-0.36,-1.88,-0.91
"2361",-0.24,-1.94,-0.82
"2362",-0.31,-1.92,-0.86
"2363",-0.17,-1.88,-0.73
"2364",0.28,-1.79,-0.69
"2365",0.73,-1.8,-0.59
"2366",1.12,-1.83,-0.64
"2367",1.02,-1.71,-0.59
"2368",1.04,-1.28,-0.46
"2369",0.41,-1.62,-0.52
"2370",0.18,-1.64,-0.44
"2371",0.28,-1.67,-0.52
"2372",0.35,-1.68,-0.56
"2373",0.14,-1.71,-0.45
"2374",0.41,-1.75,-0.61
"2375",0.41,-1.83,-0.51
"2376",0.24,-1.82,-0.54
"2377",0.32,-1.79,-0.51
"2378",0.47,-1.77,-0.51
"2379",0.8,-1.57,-0.57
"2380",0.68,-1.32,-0.38
"2381",0.63,-1.19,-0.37
"2382",0.58,-1.2,-0.39
"2383",0.62,-1.63,-0.53
"2384",0.68,-1.72,-0.52
"2385",0.77,-1.51,-0.45
"2386",0.47,-1.65,-0.35
"2387",0.48,-1.99,-0.41
"2388",0.63,-2.1,-0.51
"2389",0.86,-2.03,-0.56
"2390",0.95,-1.97,-0.49
"2391",0.94,-1.92,-0.5
"2392",0.74,-1.92,-0.49
"2393",0.52,-1.76,-0.48
"2394",0.25,-1.76,-0.3
"2395",0.29,-1.88,-0.32
"2396",0.79,-2.05,-0.39
"2397",1.16,-1.99,-0.49
"2398",1.15,-1.98,-0.47
"2399",1.15,-1.89,-0.51
"2400",1.04,-1.95,-0.5
"2401",1.12,-1.84,-0.46
"2402",0.86,-1.78,-0.56
"2403",0.39,-1.66,-0.71
"2404",0.12,-1.66,-0.84
"2405",0.35,-1.68,-0.69
"2406",0.05,-1.47,-0.69
"2407",0.22,-1.22,-0.56
"2408",0.25,-0.98,-0.47
"2409",0.26,-1.64,-0.6
"2410",0.28,-1.72,-0.56
"2411",0.43,-1.74,-0.43
"2412",0.44,-1.7,-0.48
"2413",0.53,-1.72,-0.27
"2414",0.85,-1.55,-0.18
"2415",0.89,-1.46,-0.49
"2416",0.47,-1.75,-0.49
"2417",0.36,-1.86,-0.58
"2418",0.17,-1.83,-0.49
"2419",0.43,-1.69,-0.48
"2420",0.04,-1.71,-1.04
"2421",-0.05,-1.81,-0.67
"2422",-0.03,-1.57,-0.84
"2423",0.08,-1.65,-0.77
"2424",-0.11,-1.65,-0.88
"2425",-0.16,-1.72,-0.71
"2426",-0.25,-1.92,-0.46
"2427",-0.11,-1.87,-0.7
"2428",-0.16,-1.78,-0.65
"2429",-0.13,-1.57,-0.88
"2430",-0.26,-1.66,-0.79
"2431",-0.38,-1.77,-0.55
"2432",-0.34,-1.54,-0.71
"2433",-0.27,-1.43,-0.9
"2434",-0.27,-1.64,-0.75
"2435",-0.32,-1.66,-0.67
"2436",-0.31,-1.61,-0.7
"2437",-0.29,-1.49,-0.84
"2438",-0.29,-1.49,-0.84
"2439",-0.41,-1.45,-0.92
"2440",-0.24,-1.53,-0.85
"2441",0.528514361384536,1.56920950436846,-0.331110156111707
"2442",-0.41,-1.43,-0.87
"2443",-0.7,-1.24,-1.09
"2444",-0.96,-1.26,-1.3
"2445",-1.13,-0.81,-1.26
"2446",-1.35,-0.22,-1.09
"2447",0.54389178694906,0.275396796035335,-0.378751701792548
"2448",-0.62,-0.6,-1.42
"2449",-0.24,-0.36,-1.1
"2450",0.09,-0.03,-0.44
"2451",0.21,-0.05,-0.7
"2452",0.4,0.02,-0.54
"2453",0.41,0.07,-0.15
"2454",0.74,-0.2,-0.24
"2455",0.64,-0.21,-0.31
"2456",0.37,-0.03,-0.54
"2457",0.8,-0.33,-0.42
"2458",0.42,-0.11,-0.59
"2459",0.16,-0.14,-0.74
"2460",0.09,0.01,-0.55
"2461",0.43,0.05,-0.42
"2462",0.08,-0.19,-0.55
"2463",-0.13,-0.54,-1.13
"2464",-0.32,-0.32,-0.85
"2465",-0.2,-0.36,-0.73
"2466",0.17,0.55,-0.37
"2467",0.33,0.44,-0.17
"2468",0.19,-0.6,-0.26
"2469",-0.4,0.87,-0.99
"2470",-0.31,0.35,-0.73
"2471",-0.15,1.17,-0.75
"2472",0.05,1.82,-0.71
"2473",-0.15,1.28,-1
"2474",-0.17,1.1,-0.85
"2475",-0.15,1.48,-0.87
"2476",0,0.16,-0.78
"2477",-0.05,2.33,-0.75
"2478",-0.11,1.87,-0.66
"2479",-0.17,0.96,-0.81
"2480",0.03,1.6,-0.84
"2481",0.07,1.52,-0.72
"2482",0.01,1.03,-0.7
"2483",0.24,1.17,-0.62
"2484",0.4,2.23,-0.26
"2485",0.37,1.4,-0.49
"2486",0.3,1.57,-0.67
"2487",0.35,1.59,-0.41
"2488",0.73,0.57,-0.26
"2489",1.74,0.69,1.2
"2490",0.78,0.1,-0.07
"2491",1.03,-0.13,-0.02
"2492",1.3,0.79,0.46
"2493",1.01,0.17,0
"2494",0.81,0.8,-0.36
"2495",0.92,0.66,0.04
"2496",0.85,-0.12,0.14
"2497",1.58,-0.19,0.94
"2498",0.97,-0.19,-0.17
"2499",-0.559909049672016,-1.67131714479372,-0.875255402428386
"2500",0.05,0.4,-1.25
"2501",0.37,-1.1,-1.08
"2502",0.3,0.1,-0.9
"2503",0.53,-1.15,-0.94
"2504",1.09,-0.2,-0.03
"2505",1.62,0.07,0.69
"2506",1.19,0.27,0.22
"2507",2.36,0.17,1.71
"2508",1.84,0.18,0.81
"2509",2.61,0.14,1.72
"2510",1.63,0.54,0.9
"2511",2.19,-0.48,1.47
"2512",2.46,-0.47,1.71
"2513",1.52,-0.16,0.34
"2514",2.58,-0.97,1.76
"2515",0.99,-0.15,0.1
"2516",2.12,-0.87,1.09
"2517",2.03,-0.69,1.08
"2518",1.26,-0.51,0.49
"2519",1.71,-0.66,0.85
"2520",1.27,-0.56,0.51
"2521",0,0.07,-0.61
"2522",1.3,-0.5,0.41
"2523",2.19,-0.81,1.18
"2524",2.6,-0.98,1.62
"2525",1.04,-0.32,-0.14
"2526",2.36,-0.95,1.46
"2527",1.37,-0.46,0.39
"2528",1.83,-0.73,0.92
"2529",2.51,-1.24,1.74
"2530",1.34,-0.59,0.54
"2531",2.54,-1.26,1.8
"2532",2.6,-1.21,1.86
"2533",2.6,-1.26,1.94
"2534",1.94,-0.96,1.04
"2535",1.4,-0.68,0.54
"2536",1.59,-0.77,0.52
"2537",2.51,-1.34,1.86
"2538",1.76,0.51,2.07
"2539",1.81,0.31,2.06
"2540",1.26,0.2,1.65
"2541",1.06,0.34,2.24
"2542",1.74,0.27,1.88
"2543",2.38,-1,1.83
"2544",2.22,-0.46,2.3
"2545",1.73,0.64,2.3
"2546",2.33,-0.05,2.4
"2547",2.28,0.1,2.3
"2548",1.62,0.23,1.47
"2549",1.93,-0.05,1.84
"2550",1.92,0.18,1.96
"2551",2.13,0.03,1.91
"2552",0.86,1.86,1.29
"2553",2.25,-0.06,1.77
"2554",0.64,1.69,0.45
"2555",1.43,-0.76,0.71
"2556",1.09,-0.16,0.61
"2557",1.2,0.24,0.59
"2558",2.29,-0.2,1.86
"2559",1.45,1.28,1.5
"2560",2.6,0.54,2.45
"2561",1.18,1.84,1.28
"2562",2.32,0.97,2.28
"2563",1.14,1.36,1.1
"2564",2.68,0.34,2.35
"2565",1.97,1.39,1.97
"2566",2.12,-0.34,1.97
"2567",2.2,-0.56,1.91
"2568",1.97,-0.26,1.91
"2569",1.96,0.06,2.04
"2570",1.83,-0.5,1.89
"2571",1.97,-0.51,1.75
"2572",1.69,-1.34,1.34
"2573",1.73,-1.4,1.37
"2574",1.74261996557042,-0.601793557752041,0.690790384973701
"2575",1.97,-0.81,1.49
"2576",1.87,-0.8,1.55
"2577",2,-1.68,1.66
"2578",1.99,-1.52,1.42
"2579",2.18,-1.71,1.27
"2580",1.68,-0.72,1.68
"2581",1.67,-0.12,1.8
"2582",1.89,-1.14,1.61
"2583",1.48,0.78,1.81
"2584",1.83,-1.32,1.26
"2585",1.83,-1.16,1.99
"2586",0.76,-0.32,2.01
"2587",1.55,-0.12,1.47
"2588",1.7,-0.1,1.45
"2589",0.67,0.6,2.56
"2590",1.06,-0.63,2.64
"2591",0.99,0.04,2.74
"2592",0.98,1.27,1.91
"2593",1.55,0.18,2.09
"2594",0.88,0.24,2.76
"2595",1.12,-0.71,2.41
"2596",1.15,-0.75,2.12
"2597",1.97,-0.07,2.2
"2598",1.64,0.14,2.74
"2599",1.39,-0.45,3.1
"2600",1.53,-0.38,3
"2601",1.58,-1.05,2.98
"2602",0.7,-0.96,3.4
"2603",0.7,-0.95,3.37
"2604",0.88,-0.86,3.32
"2605",0.85,-0.73,3.17
"2606",0.73,-0.85,3.44
"2607",0.83,-0.64,3.45
"2608",0.82,-0.41,3.22
"2609",0.89,-0.45,3.17
"2610",0.71,-0.78,3.22
"2611",-0.06,-2.31,3.68
"2612",-0.25,-2.31,3.65
"2613",-0.92,-2.39,3.45
"2614",-0.86,-2.48,3.3
"2615",-1,-2.59,3.19
"2616",-0.75,-2.53,3.34
"2617",0.95,-1.88,3.86
"2618",1.24,-1.79,3.8
"2619",1.27,-1.92,3.74
"2620",1.84,-1.16,2.89
"2621",1.24,-1.67,3.84
"2622",1.16,-1.4,3.56
"2623",0.93,-1.96,3.79
"2624",0.84,-2.06,3.75
"2625",0.96,-1.79,3.94
"2626",0.92,-1.81,3.95
"2627",1.18,-1.65,3.67
"2628",1.28,-1.5,3.54
"2629",0.89,-1.49,4.12
"2630",0.84,-1.18,4.23
"2631",0.9,-1.29,4.23
"2632",0.99,-1.73,4.31
"2633",1.03,-2.05,4.21
"2634",1.72,-1.57,2.84
"2635",0.43,-3.13,3.18
"2636",0.61,-2.87,3.42
"2637",1.27,-2.09,2.9
"2638",0.33,-3.37,3.39
"2639",0.32,-3.35,3.45
"2640",0.32,-3.35,3.45
"2641",0.61,-3.07,3.67
"2642",0.6,-3.12,3.68
"2643",1.09130637410729,-4.3512869864943,-0.225743068015711
"2644",0.54,-3.01,3.79
"2645",-1.29056591353884,-3.78673026528277,-1.55034748129374
"2646",1.27258803450335,-4.91186500017945,-0.188796353011278
"2647",0.42,-3.03,3.76
"2648",-1.21895275533415,-3.887402831999,-0.801227925513037
"2649",0.29,-3.01,3.81
"2650",0.0802714662196165,-4.0058098252553,0.823617800882835
"2651",1.00119094284886,-4.03930157197694,0.763117542765682
"2652",0.21,-3.04,3.86
"2653",-0.291420486731898,-2.57949699663199,3.50229817049123
"2654",0.18,-3.05,3.85
"2655",0.18,-3.05,3.85
"2656",0.179774009154596,-3.84063895520867,3.91664049952032
"2657",0.36,-3.15,3.95
"2658",-2.27797661289492,-2.80230520888697,-2.23717849110477
"2659",0.673339449283663,-1.23581539485984,4.08411030890179
"2660",0.38,-3.05,4.31
"2661",1.67115007581947,-1.3669228832449,3.16473530957207
"2662",0.520408618785918,-3.13123702227413,3.77871766478202
"2663",0.29,-2.98,4.35
"2664",1.53474590672305,-4.03328944983364,1.05581239373767
"2665",2.20214372302695,-5.19080871281017,-0.746976991434208
"2666",0.23,-3.19,4.07
"2667",0.192918396719382,-2.96019998255907,3.61121333098376
"2668",-2.18763632179201,-2.99508562921346,-2.11501195033244
"2669",0.22,-3.16,3.98
"2670",1.50024102587463,0.29864668326869,2.96277181466997
"2671",-2.11930035373015,-4.38186909268724,-0.560072551697113
"2672",0.2,-3.23,3.96
"2673",2.68,-0.01,2.47
"2674",-2.60543732756312,-2.55575185451333,-2.3337816477089
"2675",2.96,-0.6,2.1
"2676",0.54,-2.88,3.7
"2677",0.142534503136037,-4.10700980167663,0.332567489934064
"2678",0.78972553119356,-0.741826012385724,3.81259617546568
"2679",0,-3.41,4.03
"2680",0.34,-3.93,3.59
"2681",-0.77,-2.86,3.63
"2682",-1.37,-1.95,4.3
"2683",-0.75,-2.5,4.06
"2684",2.12,-4.47,0.12
"2685",1.22,-4.55,-0.51
"2686",1.29,-4.56,0.14
"2687",0.55,-4.52,0.04
"2688",0.78,-4.59,0.15
"2689",0.82,-4.53,0.29
"2690",0.86,-4.29,0.42
"2691",0.5,-4.19,0.23
"2692",0.47,-4.28,0.06
"2693",0.49,-4.45,-0.72
"2694",0.29,-4.27,-0.89
"2695",-0.19,-4.15,0.17
"2696",-0.13,-3.96,0.58
"2697",0.2,-4.04,0.38
"2698",0.14,-3.41,1.41
"2699",-0.42,-3.34,1.63
"2700",-0.6,-3.89,1.02
"2701",-1.21,-4.02,0.34
"2702",-0.56,-4.09,0.56
"2703",0.38,-3.48,0.85
"2704",-0.77,-4.17,0.37
"2705",-0.73,-4.24,0.1
"2706",-0.76,-4.23,-0.02
"2707",-0.81,-4.31,-0.03
"2708",-0.74,-4.29,-0.48
"2709",-1.02,-4.44,-0.19
"2710",-0.97,-4.4,-0.64
"2711",-1.62,-3.75,-1.43
"2712",-1.16,-4.25,-0.76
"2713",-1.78,-3.04,-2
"2714",-1.08,-4.03,-0.98
"2715",-1.73,-3.37,-1.44
"2716",-1.17,-4.16,-1
"2717",-0.83,-4.43,-0.87
"2718",-0.85,-4.41,-1.18
"2719",-1.13,-3.87,-1.18
"2720",-1.45,-3.97,-1.49
"2721",-1.17,-4.08,-1.27
"2722",-1.17,-4.08,-1.27
"2723",-1.37,-4.09,-1.68
"2724",-1.19,-4.15,-1.6
"2725",-1.35,-4,-1.8
"2726",-1.15,-4.02,-1.79
"2727",-1.96,-3.25,-1.97
"2728",-2.19,-3.17,-2.02
"2729",-1.8,-3.31,-2.21
"2730",-2.81,-1.38,-2.85
"2731",-3.17,-1.11,-2.71
"2732",-2.83,-2.23,-2.29
"2733",-2.72,-2.21,-2.48
"2734",-2.48,-2.61,-2.53
"2735",-2.7,-2.17,-3.05
"2736",-2.61,-2.35,-2.93
"2737",-2.76,-1.93,-3.22
"2738",-2.74,-2.19,-2.72
"2739",-2.65,-2.64,-2
"2740",-2.52,-2.71,-2.03
"2741",-2.49,-2.9,-2
"2742",-2.24,-2.95,-2.12
"2743",-2.31,-2.97,-2.18
"2744",0.21477725352602,-4.32995518601234,-0.91389277530674
"2745",-2.08,-3.03,-2.32
"2746",-2.12,-3.02,-2.27
"2747",-2.22,-2.87,-2.26
"2748",-2.27,-2.93,-2.2
"2749",-2.27,-2.93,-2.2
"2750",-2.19,-2.98,-2.23
"2751",-2.1,-3.02,-2.24
"2752",-2.15,-2.97,-2.2
"2753",-2.15,-3.05,-2.07
"2754",-2.15,-3.05,-2.07
"2755",-2.12,-3.04,-2.12
"2756",-2.31,-2.9,-2.23
"2757",-2.38393123996564,-2.91769060375018,-2.17434656844878
"2758",-2.16,-2.91,-2.34
"2759",-1.93,-2.96,-2.45
"2760",-2.31251109613516,-2.67168106178113,-2.69909032391513
"2761",-1.87,-2.99,-2.51
"2762",0.25,-4.14,-0.03
"2763",-0.18,-3.84,-0.4
"2764",0.34,-4.06,0.28
"2765",0,-4,-0.84
"2766",0.55,-4.38,-0.28
"2767",0.49,-4.23,0.11
"2768",0.32,-4.33,-0.13
"2769",-0.43,-3.93,-0.49
"2770",-0.32,-4.25,0.47
"2771",-0.6,-3.79,-0.42
"2772",-0.57,-3.81,-0.67
"2773",-1.29,-3.33,-1
"2774",0.1,-3.96,-0.65
"2775",0.08,-3.78,-0.46
"2776",-0.33,-3.15,-1.01
"2777",-0.71,-2.81,-1.24
"2778",-0.47,-3.27,-1.01
"2779",0.07,-3.65,-0.89
"2780",0.35,-3.95,-0.33
"2781",0.65,-4.17,0.69
"2782",-0.44,-3.29,-0.61
"2783",-1.13,-3.27,-0.92
"2784",0.57,-4.24,0.49
"2785",1.29,-4.08,0.91
"2786",1.14,-4.12,0.85
"2787",1.45,-3.93,0.79
"2788",1.89,-3.76,0.8
"2789",2.41,-3.54,0.44
"2790",2,-3.78,0.36
"2791",1.29,-4.06,0.42
"2792",1.11,-4.07,0.56
"2793",1.29,-4.12,0.39
"2794",1.2,-4.09,0.56
"2795",0.96,-4.16,0.57
"2796",1.03,-4.13,0.84
"2797",1,-4.05,1
"2798",0.99,-4.07,0.52
"2799",0.99,-4.08,0.56
"2800",1.23,-4.05,0.73
"2801",1.23,-4.11,0.75
"2802",1.67,-3.72,0.96
"2803",1.67,-3.69,0.93
"2804",1.78,-3.55,1.2
"2805",1.86,-3.81,1.12
"2806",1.98,-4.07,1.2
"2807",2.12,-4.05,1.17
"2808",2.05,-3.94,1.34
"2809",2,-4.03,1.49
"2810",1.95,-4.29,1.77
"2811",1.86,-4.5,1.59
"2812",1.77,-4.41,1.76
"2813",1.68,-4.49,1.61
"2814",1.35,-4.5,1.35
"2815",1.18,-4.57,1.04
"2816",1.36,-4.55,1.24
"2817",1.61,-4.46,1.4
"2818",1.47,-4.47,1.58
"2819",1.53,-4.27,1.44
"2820",1.93,-3.86,1.85
"2821",1.58,-3.91,1.67
"2822",1.49,-3.98,1.58
"2823",1.55,-4.04,2.19
"2824",1.63,-4.31,2.04
"2825",1.3,-4.44,1.72
"2826",1.5,-4.33,1.3
"2827",1.78,-4.21,1.14
"2828",1.65,-4.16,1.19
"2829",1.65,-4.26,1.43
"2830",1.73,-4.19,1.62
"2831",1.53,-3.86,1.26
"2832",1.18,-3.57,0.12
"2833",1.19,-3.7,-0.09
"2834",0.91,-3.75,-0.3
"2835",1.29,-3.53,0.3
"2836",1.24,-3.56,0.62
"2837",1.19,-3.57,0.5
"2838",1.23,-3.59,0.6
"2839",1.35,-3.54,0.58
"2840",1.25,-3.42,0.6
"2841",1.16,-3.28,0.48
"2842",1.17,-3.31,0.47
"2843",1.12,-3.21,0.49
"2844",1.05,-3.12,0.25
"2845",1.16,-3.18,0.46
"2846",1.19,-3.2,0.51
"2847",1.17,-3.36,0.52
"2848",1.31,-3.3,0.66
"2849",1.33,-3.24,0.77
"2850",1.38,-3.39,0.72
"2851",1.5,-3.33,1.06
"2852",1.64,-3.08,1.42
"2853",1.7,-3.18,1.35
"2854",1.63,-2.6,1.24
"2855",1.55,-2.13,1.29
"2856",1.63,-2.26,1.32
"2857",1.63,-2.27,1.33
"2858",1.59,-2.13,1.34
"2859",1.57,-1.52,1.36
"2860",1.71,-2.11,1.65
"2861",1.67,-2,1.65
"2862",1.69,-1.78,1.54
"2863",1.64,-0.96,1.09
"2864",1.68,-1.36,1.2
"2865",1.74,-1.09,1.04
"2866",1.69,-1.73,1.4
"2867",1.75,-2.24,1.5
"2868",1.81,-2.1,1.51
"2869",1.71,-2.01,1.57
"2870",1.49,-0.72,1.08
"2871",1.5,-1.13,1.06
"2872",1.3,-0.89,1.21
"2873",1.14,0.64,0.08
"2874",1.41,-1.15,1.4
"2875",1.13,0.5,0.27
"2876",1.36,-1.15,1.5
"2877",1.32,-1.11,1.55
"2878",1.49,-0.93,1.6
"2879",1.41,-0.44,1.4
"2880",1.43,-1.18,1.57
"2881",1.4,-0.59,1.32
"2882",1.48,-1.49,1.71
"2883",1.5,-1.59,1.62
"2884",1.53,-1.36,1.37
"2885",1.55,-1.32,1.42
"2886",1.6,-1.72,1.61
"2887",1.41,-1.48,1.57
"2888",1.4,-1.93,1.71
"2889",1.54,-2,1.58
"2890",1.78,-2.02,1.75
"2891",1.71,-2.16,1.79
"2892",1.62,-1.73,1.34
"2893",1.4,-1.55,1.4
"2894",1.37,-1.44,1.18
"2895",1.59,-1.61,0.83
"2896",1.48,-1.26,0.79
"2897",1.54,-2.1,1.24
"2898",0.98,0.49,0.45
"2899",1.12,0.37,0.75
"2900",1.24,-0.02,0.79
"2901",1.3,0.05,0.77
"2902",1.4,-0.05,0.86
"2903",1.4,-0.25,0.88
"2904",1.36,-0.25,0.93
"2905",1.34,-0.51,1.37
"2906",1.41,-0.39,1.42
"2907",1.31,0.08,0.84
"2908",1.35,-0.3,0.93
"2909",1.41,-0.27,0.9
"2910",1.56,0.43,-0.48
"2911",1.4,-0.16,0.72
"2912",1.31,-0.09,0.83
"2913",1.44,-0.21,0.63
"2914",1.48,-0.07,0.84
"2915",1.51,-0.13,0.75
"2916",1.39,-0.22,0.85
"2917",1.41,-0.32,1.08
"2918",1.43,-0.38,1.13
"2919",1.49,0.28,-0.22
"2920",1.45,-0.51,1.11
"2921",1.41,0.06,1.01
"2922",1.47,-0.48,0.96
"2923",1.51,-0.69,1
"2924",1.5,-0.45,0.91
"2925",1.54,-0.69,1.04
"2926",1.5,-0.37,0.85
"2927",1.33,-0.35,1.05
"2928",1.34,-0.04,0.66
"2929",-0.07,-0.24,0.82
"2930",1.34,-0.64,0.92
"2931",-0.05,-0.63,0.7
"2932",-0.94,-0.45,0.6
"2933",1.17,0.39,0.98
"2934",-0.01,-0.49,0.49
"2935",0.07,0.44,0.76
"2936",-0.05,-0.12,0.95
"2937",-2.16,-0.81,1.13
"2938",-0.93,-0.68,1.27
"2939",-1.18,-0.44,0.3
"2940",-2.89,-0.94,-0.04
"2941",-2.1,-0.46,0.42
"2942",0.48,-0.2,0.54
"2943",0.82,0.47,1.07
"2944",0.4,0.29,0.5
"2945",0.17,-0.03,0.67
"2946",0.02,0.22,1.16
"2947",-0.29,0.02,0.83
"2948",0.9,0.54,1.16
"2949",-0.09,0.32,0.79
"2950",0.9,0.87,0.64
"2951",1.53,1.2,-0.72
"2952",0.72,0.94,-0.71
"2953",1.02,0.88,0.27
"2954",1.23,1.31,0.89
"2955",1,1,0.67
"2956",1.31,1.15,0.64
"2957",1.61,1.21,-0.48
"2958",1.34,1,-0.22
"2959",1.47,1.14,-0.14
"2960",1.17,1.12,0.68
"2961",1.75,1.26,-0.11
"2962",1.27,1.26,-0.21
"2963",1.11,1.25,-0.45
"2964",1.08,1.93,-0.37
"2965",0.24,1.15,0.28
"2966",0.8,1.12,-0.16
"2967",1.07,1.23,-0.02
"2968",1.8,1.38,-0.31
"2969",0.01,0.12,1.28
"2970",-2.21,-0.52,0.35
"2971",-0.84,-0.13,0.65
"2972",-2.16,-0.45,0.35
"2973",1.56,-0.13,0.65
"2974",-1.62,-0.37,0.36
"2975",-2.33,0.03,0.22
"2976",-0.02,-0.01,0.4
"2977",-1.64,0.19,0.21
"2978",-2.04,0.57,0.31
"2979",-1.42,0.25,0.26
"2980",0.89,-0.12,0.53
"2981",-2.03,0.69,0.27
"2982",-1.41,1.2,1.34
"2983",-0.52,0.06,0.41
"2984",-0.11,0.32,0.53
"2985",-1.83,0.83,0.57
"2986",0.74,0.06,1.21
"2987",-2.03,0.87,0.41
"2988",-0.2,0.49,0.38
"2989",-2.01,0.86,0.29
"2990",-0.02,-0.46,0.96
"2991",-1.66,0.25,1.5
"2992",-0.16,0.12,1.23
"2993",-0.21,0.2,1.06
"2994",0.3,0.01,0.82
"2995",-1.6,0.22,1.53
"2996",0.86,-0.15,0.67
"2997",0.29,-0.01,0.93
"2998",0.36,-0.06,0.98
"2999",0.71,-0.3,0.44
"3000",0.84,-0.2,0.48
